id_req,peso_arestas,id.x,id.y,num_coautorias,nome_eleitoral.x,nome_eleitoral.y
2201537,0.5365190365190365,204508,204515,6,IGOR TIMO<br>PODEMOS/MG,ANDRÉ JANONES<br>AVANTE/MG
2201537,0.45318570318570317,73586,204515,5,JÚLIO DELGADO<br>PSB/MG,ANDRÉ JANONES<br>AVANTE/MG
2201537,0.5365190365190365,204515,204539,6,ANDRÉ JANONES<br>AVANTE/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201537,0.5365190365190365,204518,204547,6,DR. FREDERICO<br>PATRIOTA/MG,LÉO MOTTA<br>PSL/MG
2201537,0.5365190365190365,204491,204547,6,GILBERTO ABRAMO<br>PRB/MG,LÉO MOTTA<br>PSL/MG
2201537,0.5365190365190365,204508,204547,6,IGOR TIMO<br>PODEMOS/MG,LÉO MOTTA<br>PSL/MG
2201537,0.45318570318570317,73586,204547,5,JÚLIO DELGADO<br>PSB/MG,LÉO MOTTA<br>PSL/MG
2201537,0.5365190365190365,204539,204547,6,HERCÍLIO COELHO DINIZ<br>MDB/MG,LÉO MOTTA<br>PSL/MG
2201537,0.6198523698523698,204491,204518,7,GILBERTO ABRAMO<br>PRB/MG,DR. FREDERICO<br>PATRIOTA/MG
2201537,0.6198523698523698,204508,204518,7,IGOR TIMO<br>PODEMOS/MG,DR. FREDERICO<br>PATRIOTA/MG
2201537,0.5365190365190365,73586,204518,6,JÚLIO DELGADO<br>PSB/MG,DR. FREDERICO<br>PATRIOTA/MG
2201537,0.6198523698523698,204518,204539,7,DR. FREDERICO<br>PATRIOTA/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201537,0.6198523698523698,204491,204508,7,GILBERTO ABRAMO<br>PRB/MG,IGOR TIMO<br>PODEMOS/MG
2201537,0.5365190365190365,73586,204491,6,JÚLIO DELGADO<br>PSB/MG,GILBERTO ABRAMO<br>PRB/MG
2201537,0.6198523698523698,204491,204539,7,GILBERTO ABRAMO<br>PRB/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201537,0.5365190365190365,73586,204508,6,JÚLIO DELGADO<br>PSB/MG,IGOR TIMO<br>PODEMOS/MG
2201537,0.6198523698523698,204508,204539,7,IGOR TIMO<br>PODEMOS/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201537,0.5365190365190365,73586,204539,6,JÚLIO DELGADO<br>PSB/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.528943278943279,160556,160632,6,PADRE JOÃO<br>PT/MG,ZÉ SILVA<br>SOLIDARIEDADE/MG
2201533,0.5087412587412588,74156,160632,6,LEONARDO MONTEIRO<br>PT/MG,ZÉ SILVA<br>SOLIDARIEDADE/MG
2201533,0.5365190365190365,160632,204515,6,ZÉ SILVA<br>SOLIDARIEDADE/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.6198523698523698,160632,204491,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,GILBERTO ABRAMO<br>PRB/MG
2201533,0.5365190365190365,160632,204547,6,ZÉ SILVA<br>SOLIDARIEDADE/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5087412587412588,160632,204509,6,ZÉ SILVA<br>SOLIDARIEDADE/MG,ÁUREA CAROLINA<br>PSOL/MG
2201533,0.6198523698523698,160632,204508,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,IGOR TIMO<br>PODEMOS/MG
2201533,0.6198523698523698,160632,204518,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.5365190365190365,73586,160632,6,JÚLIO DELGADO<br>PSB/MG,ZÉ SILVA<br>SOLIDARIEDADE/MG
2201533,0.6198523698523698,160632,204539,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.4178321678321678,74156,160556,5,LEONARDO MONTEIRO<br>PT/MG,PADRE JOÃO<br>PT/MG
2201533,0.4456099456099456,160556,204515,5,PADRE JOÃO<br>PT/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.528943278943279,160556,204491,6,PADRE JOÃO<br>PT/MG,GILBERTO ABRAMO<br>PRB/MG
2201533,0.4456099456099456,160556,204547,5,PADRE JOÃO<br>PT/MG,LÉO MOTTA<br>PSL/MG
2201533,0.4178321678321678,160556,204509,5,PADRE JOÃO<br>PT/MG,ÁUREA CAROLINA<br>PSOL/MG
2201533,0.528943278943279,160556,204508,6,PADRE JOÃO<br>PT/MG,IGOR TIMO<br>PODEMOS/MG
2201533,0.528943278943279,160556,204518,6,PADRE JOÃO<br>PT/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.4456099456099456,73586,160556,5,JÚLIO DELGADO<br>PSB/MG,PADRE JOÃO<br>PT/MG
2201533,0.528943278943279,160556,204539,6,PADRE JOÃO<br>PT/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.4254079254079254,74156,204515,5,LEONARDO MONTEIRO<br>PT/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.5087412587412588,74156,204491,6,LEONARDO MONTEIRO<br>PT/MG,GILBERTO ABRAMO<br>PRB/MG
2201533,0.4254079254079254,74156,204547,5,LEONARDO MONTEIRO<br>PT/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5087412587412588,74156,204509,6,LEONARDO MONTEIRO<br>PT/MG,ÁUREA CAROLINA<br>PSOL/MG
2201533,0.5087412587412588,74156,204508,6,LEONARDO MONTEIRO<br>PT/MG,IGOR TIMO<br>PODEMOS/MG
2201533,0.5087412587412588,74156,204518,6,LEONARDO MONTEIRO<br>PT/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.4254079254079254,73586,74156,5,JÚLIO DELGADO<br>PSB/MG,LEONARDO MONTEIRO<br>PT/MG
2201533,0.5087412587412588,74156,204539,6,LEONARDO MONTEIRO<br>PT/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.5365190365190365,204491,204515,6,GILBERTO ABRAMO<br>PRB/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.5365190365190365,204515,204547,6,ANDRÉ JANONES<br>AVANTE/MG,LÉO MOTTA<br>PSL/MG
2201533,0.4254079254079254,204509,204515,5,ÁUREA CAROLINA<br>PSOL/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.5365190365190365,204508,204515,6,IGOR TIMO<br>PODEMOS/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.5365190365190365,204515,204518,6,ANDRÉ JANONES<br>AVANTE/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.45318570318570317,73586,204515,5,JÚLIO DELGADO<br>PSB/MG,ANDRÉ JANONES<br>AVANTE/MG
2201533,0.5365190365190365,204515,204539,6,ANDRÉ JANONES<br>AVANTE/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.5365190365190365,204491,204547,6,GILBERTO ABRAMO<br>PRB/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5087412587412588,204491,204509,6,GILBERTO ABRAMO<br>PRB/MG,ÁUREA CAROLINA<br>PSOL/MG
2201533,0.6198523698523698,204491,204508,7,GILBERTO ABRAMO<br>PRB/MG,IGOR TIMO<br>PODEMOS/MG
2201533,0.6198523698523698,204491,204518,7,GILBERTO ABRAMO<br>PRB/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.5365190365190365,73586,204491,6,JÚLIO DELGADO<br>PSB/MG,GILBERTO ABRAMO<br>PRB/MG
2201533,0.6198523698523698,204491,204539,7,GILBERTO ABRAMO<br>PRB/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.4254079254079254,204509,204547,5,ÁUREA CAROLINA<br>PSOL/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5365190365190365,204508,204547,6,IGOR TIMO<br>PODEMOS/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5365190365190365,204518,204547,6,DR. FREDERICO<br>PATRIOTA/MG,LÉO MOTTA<br>PSL/MG
2201533,0.45318570318570317,73586,204547,5,JÚLIO DELGADO<br>PSB/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5365190365190365,204539,204547,6,HERCÍLIO COELHO DINIZ<br>MDB/MG,LÉO MOTTA<br>PSL/MG
2201533,0.5087412587412588,204508,204509,6,IGOR TIMO<br>PODEMOS/MG,ÁUREA CAROLINA<br>PSOL/MG
2201533,0.5087412587412588,204509,204518,6,ÁUREA CAROLINA<br>PSOL/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.4254079254079254,73586,204509,5,JÚLIO DELGADO<br>PSB/MG,ÁUREA CAROLINA<br>PSOL/MG
2201533,0.5087412587412588,204509,204539,6,ÁUREA CAROLINA<br>PSOL/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.6198523698523698,204508,204518,7,IGOR TIMO<br>PODEMOS/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.5365190365190365,73586,204508,6,JÚLIO DELGADO<br>PSB/MG,IGOR TIMO<br>PODEMOS/MG
2201533,0.6198523698523698,204508,204539,7,IGOR TIMO<br>PODEMOS/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.5365190365190365,73586,204518,6,JÚLIO DELGADO<br>PSB/MG,DR. FREDERICO<br>PATRIOTA/MG
2201533,0.6198523698523698,204518,204539,7,DR. FREDERICO<br>PATRIOTA/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201533,0.5365190365190365,73586,204539,6,JÚLIO DELGADO<br>PSB/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2196994,0.2,178970,178986,1,JOÃO DANIEL<br>PT/SE,NILTO TATTO<br>PT/SP
2196994,0.2,74160,178986,1,PATRUS ANANIAS<br>PT/MG,NILTO TATTO<br>PT/SP
2196994,0.2,160535,178986,1,MARCON<br>PT/RS,NILTO TATTO<br>PT/SP
2196994,0.2,160610,178986,1,VALMIR ASSUNÇÃO<br>PT/BA,NILTO TATTO<br>PT/SP
2196994,0.2,74160,178970,1,PATRUS ANANIAS<br>PT/MG,JOÃO DANIEL<br>PT/SE
2196994,0.2,160535,178970,1,MARCON<br>PT/RS,JOÃO DANIEL<br>PT/SE
2196994,0.2,160610,178970,1,VALMIR ASSUNÇÃO<br>PT/BA,JOÃO DANIEL<br>PT/SE
2196994,0.2,74160,160535,1,PATRUS ANANIAS<br>PT/MG,MARCON<br>PT/RS
2196994,0.2,74160,160610,1,PATRUS ANANIAS<br>PT/MG,VALMIR ASSUNÇÃO<br>PT/BA
2196994,0.2,160535,160610,1,MARCON<br>PT/RS,VALMIR ASSUNÇÃO<br>PT/BA
2198231,0.14285714285714285,204516,204532,1,ALEXIS FONTEYNE<br>NOVO/SP,VINICIUS POIT<br>NOVO/SP
2198231,0.14285714285714285,204528,204532,1,ADRIANA VENTURA<br>NOVO/SP,VINICIUS POIT<br>NOVO/SP
2198231,0.14285714285714285,204519,204532,1,TIAGO MITRAUD<br>NOVO/MG,VINICIUS POIT<br>NOVO/SP
2198231,0.14285714285714285,204365,204532,1,GILSON MARQUES<br>NOVO/SC,VINICIUS POIT<br>NOVO/SP
2198231,0.14285714285714285,156190,204532,1,MARCEL VAN HATTEM<br>NOVO/RS,VINICIUS POIT<br>NOVO/SP
2198231,0.14285714285714285,204461,204532,1,PAULO GANIME<br>NOVO/RJ,VINICIUS POIT<br>NOVO/SP
2198231,0.14285714285714285,204516,204528,1,ALEXIS FONTEYNE<br>NOVO/SP,ADRIANA VENTURA<br>NOVO/SP
2198231,0.14285714285714285,204516,204519,1,ALEXIS FONTEYNE<br>NOVO/SP,TIAGO MITRAUD<br>NOVO/MG
2198231,0.14285714285714285,204365,204516,1,GILSON MARQUES<br>NOVO/SC,ALEXIS FONTEYNE<br>NOVO/SP
2198231,0.14285714285714285,156190,204516,1,MARCEL VAN HATTEM<br>NOVO/RS,ALEXIS FONTEYNE<br>NOVO/SP
2198231,0.14285714285714285,204461,204516,1,PAULO GANIME<br>NOVO/RJ,ALEXIS FONTEYNE<br>NOVO/SP
2198231,0.14285714285714285,204519,204528,1,TIAGO MITRAUD<br>NOVO/MG,ADRIANA VENTURA<br>NOVO/SP
2198231,0.14285714285714285,204365,204528,1,GILSON MARQUES<br>NOVO/SC,ADRIANA VENTURA<br>NOVO/SP
2198231,0.14285714285714285,156190,204528,1,MARCEL VAN HATTEM<br>NOVO/RS,ADRIANA VENTURA<br>NOVO/SP
2198231,0.14285714285714285,204461,204528,1,PAULO GANIME<br>NOVO/RJ,ADRIANA VENTURA<br>NOVO/SP
2198231,0.14285714285714285,204365,204519,1,GILSON MARQUES<br>NOVO/SC,TIAGO MITRAUD<br>NOVO/MG
2198231,0.14285714285714285,156190,204519,1,MARCEL VAN HATTEM<br>NOVO/RS,TIAGO MITRAUD<br>NOVO/MG
2198231,0.14285714285714285,204461,204519,1,PAULO GANIME<br>NOVO/RJ,TIAGO MITRAUD<br>NOVO/MG
2198231,0.14285714285714285,156190,204365,1,MARCEL VAN HATTEM<br>NOVO/RS,GILSON MARQUES<br>NOVO/SC
2198231,0.14285714285714285,204365,204461,1,GILSON MARQUES<br>NOVO/SC,PAULO GANIME<br>NOVO/RJ
2198231,0.14285714285714285,156190,204461,1,MARCEL VAN HATTEM<br>NOVO/RS,PAULO GANIME<br>NOVO/RJ
2199161,0.3333333333333333,160645,204353,1,LUIZ CARLOS<br>PSDB/AP,ALINE GURGEL<br>PRB/AP
2199161,0.3333333333333333,204353,204505,1,ALINE GURGEL<br>PRB/AP,VAVÁ MARTINS<br>PRB/PA
2199161,0.3333333333333333,160645,204505,1,LUIZ CARLOS<br>PSDB/AP,VAVÁ MARTINS<br>PRB/PA
2201526,0.528943278943279,160556,160632,6,PADRE JOÃO<br>PT/MG,ZÉ SILVA<br>SOLIDARIEDADE/MG
2201526,0.5087412587412588,74156,160632,6,LEONARDO MONTEIRO<br>PT/MG,ZÉ SILVA<br>SOLIDARIEDADE/MG
2201526,0.6198523698523698,160632,204491,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,GILBERTO ABRAMO<br>PRB/MG
2201526,0.5365190365190365,160632,204515,6,ZÉ SILVA<br>SOLIDARIEDADE/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.5087412587412588,160632,204509,6,ZÉ SILVA<br>SOLIDARIEDADE/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.4178321678321678,160632,198197,5,ZÉ SILVA<br>SOLIDARIEDADE/MG,GREYCE ELIAS<br>AVANTE/MG
2201526,0.6198523698523698,160632,204508,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,IGOR TIMO<br>PODEMOS/MG
2201526,0.5365190365190365,160632,204547,6,ZÉ SILVA<br>SOLIDARIEDADE/MG,LÉO MOTTA<br>PSL/MG
2201526,0.6198523698523698,160632,204518,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,DR. FREDERICO<br>PATRIOTA/MG
2201526,0.24358974358974358,160632,204480,3,ZÉ SILVA<br>SOLIDARIEDADE/MG,ROGÉRIO CORREIA<br>PT/MG
2201526,0.6198523698523698,160632,204539,7,ZÉ SILVA<br>SOLIDARIEDADE/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201526,0.4178321678321678,74156,160556,5,LEONARDO MONTEIRO<br>PT/MG,PADRE JOÃO<br>PT/MG
2201526,0.528943278943279,160556,204491,6,PADRE JOÃO<br>PT/MG,GILBERTO ABRAMO<br>PRB/MG
2201526,0.4456099456099456,160556,204515,5,PADRE JOÃO<br>PT/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.4178321678321678,160556,204509,5,PADRE JOÃO<br>PT/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.3269230769230769,160556,198197,4,PADRE JOÃO<br>PT/MG,GREYCE ELIAS<br>AVANTE/MG
2201526,0.528943278943279,160556,204508,6,PADRE JOÃO<br>PT/MG,IGOR TIMO<br>PODEMOS/MG
2201526,0.4456099456099456,160556,204547,5,PADRE JOÃO<br>PT/MG,LÉO MOTTA<br>PSL/MG
2201526,0.528943278943279,160556,204518,6,PADRE JOÃO<br>PT/MG,DR. FREDERICO<br>PATRIOTA/MG
2201526,0.24358974358974358,160556,204480,3,PADRE JOÃO<br>PT/MG,ROGÉRIO CORREIA<br>PT/MG
2201526,0.528943278943279,160556,204539,6,PADRE JOÃO<br>PT/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201526,0.5087412587412588,74156,204491,6,LEONARDO MONTEIRO<br>PT/MG,GILBERTO ABRAMO<br>PRB/MG
2201526,0.4254079254079254,74156,204515,5,LEONARDO MONTEIRO<br>PT/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.5087412587412588,74156,204509,6,LEONARDO MONTEIRO<br>PT/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.4178321678321678,74156,198197,5,LEONARDO MONTEIRO<br>PT/MG,GREYCE ELIAS<br>AVANTE/MG
2201526,0.5087412587412588,74156,204508,6,LEONARDO MONTEIRO<br>PT/MG,IGOR TIMO<br>PODEMOS/MG
2201526,0.4254079254079254,74156,204547,5,LEONARDO MONTEIRO<br>PT/MG,LÉO MOTTA<br>PSL/MG
2201526,0.5087412587412588,74156,204518,6,LEONARDO MONTEIRO<br>PT/MG,DR. FREDERICO<br>PATRIOTA/MG
2201526,0.24358974358974358,74156,204480,3,LEONARDO MONTEIRO<br>PT/MG,ROGÉRIO CORREIA<br>PT/MG
2201526,0.5087412587412588,74156,204539,6,LEONARDO MONTEIRO<br>PT/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201526,0.5365190365190365,204491,204515,6,GILBERTO ABRAMO<br>PRB/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.5087412587412588,204491,204509,6,GILBERTO ABRAMO<br>PRB/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.4178321678321678,198197,204491,5,GREYCE ELIAS<br>AVANTE/MG,GILBERTO ABRAMO<br>PRB/MG
2201526,0.6198523698523698,204491,204508,7,GILBERTO ABRAMO<br>PRB/MG,IGOR TIMO<br>PODEMOS/MG
2201526,0.5365190365190365,204491,204547,6,GILBERTO ABRAMO<br>PRB/MG,LÉO MOTTA<br>PSL/MG
2201526,0.6198523698523698,204491,204518,7,GILBERTO ABRAMO<br>PRB/MG,DR. FREDERICO<br>PATRIOTA/MG
2201526,0.24358974358974358,204480,204491,3,ROGÉRIO CORREIA<br>PT/MG,GILBERTO ABRAMO<br>PRB/MG
2201526,0.6198523698523698,204491,204539,7,GILBERTO ABRAMO<br>PRB/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201526,0.4254079254079254,204509,204515,5,ÁUREA CAROLINA<br>PSOL/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.3344988344988345,198197,204515,4,GREYCE ELIAS<br>AVANTE/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.5365190365190365,204508,204515,6,IGOR TIMO<br>PODEMOS/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.5365190365190365,204515,204547,6,ANDRÉ JANONES<br>AVANTE/MG,LÉO MOTTA<br>PSL/MG
2201526,0.5365190365190365,204515,204518,6,ANDRÉ JANONES<br>AVANTE/MG,DR. FREDERICO<br>PATRIOTA/MG
2201526,0.16025641025641024,204480,204515,2,ROGÉRIO CORREIA<br>PT/MG,ANDRÉ JANONES<br>AVANTE/MG
2201526,0.5365190365190365,204515,204539,6,ANDRÉ JANONES<br>AVANTE/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
2201526,0.4178321678321678,198197,204509,5,GREYCE ELIAS<br>AVANTE/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.5087412587412588,204508,204509,6,IGOR TIMO<br>PODEMOS/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.4254079254079254,204509,204547,5,ÁUREA CAROLINA<br>PSOL/MG,LÉO MOTTA<br>PSL/MG
2201526,0.5087412587412588,204509,204518,6,ÁUREA CAROLINA<br>PSOL/MG,DR. FREDERICO<br>PATRIOTA/MG
2201526,0.24358974358974358,204480,204509,3,ROGÉRIO CORREIA<br>PT/MG,ÁUREA CAROLINA<br>PSOL/MG
2201526,0.5087412587412588,204509,204539,6,ÁUREA CAROLINA<br>PSOL/MG,HERCÍLIO COELHO DINIZ<br>MDB/MG
