id,nome_proposicao,data_votacao
16526,PL 1292/1995,17/06/2019
16526,PL 1292/1995,17/06/2019
16526,PL 1292/1995,11/09/2019
16526,PL 1292/1995,11/09/2019
16526,PL 1292/1995,11/09/2019
16526,PL 1292/1995,11/09/2019
16526,PL 1292/1995,17/09/2019
28692,PL 4742/2001,12/03/2019
28692,PL 4742/2001,12/03/2019
358126,PL 1481/2007,09/12/2019
358126,PL 1481/2007,09/12/2019
516111,PEC 70/2011,05/06/2019
516111,PEC 70/2011,05/06/2019
516111,PEC 70/2011,05/06/2019
946494,PEC 2/2015,26/03/2019
946494,PEC 2/2015,26/03/2019
946494,PEC 2/2015,26/03/2019
946494,PEC 2/2015,26/03/2019
946494,PEC 2/2015,26/03/2019
1672576,PL 2724/2015,19/03/2019
1672576,PL 2724/2015,19/03/2019
1672576,PL 2724/2015,19/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,20/03/2019
1672576,PL 2724/2015,26/03/2019
1672576,PL 2724/2015,26/03/2019
1672576,PL 2724/2015,26/03/2019
2075448,PL 4067/2015,26/11/2019
2082511,PL 5082/2016,27/11/2019
2083376,PDC 379/2016,14/02/2019
2136580,PL 7596/2017,14/08/2019
2147241,PL 8240/2017,09/07/2019
2147241,PL 8240/2017,09/07/2019
2147241,PL 8240/2017,09/07/2019
2147241,PL 8240/2017,09/07/2019
2147241,PL 8240/2017,09/07/2019
2147241,PL 8240/2017,09/07/2019
2147241,PL 8240/2017,20/08/2019
2147241,PL 8240/2017,20/08/2019
2147241,PL 8240/2017,20/08/2019
2158536,REQ 7516/2017 => PL 8240/2017,09/07/2019
2158716,PEC 372/2017,09/10/2019
2158716,PEC 372/2017,06/11/2019
2158716,PEC 372/2017,06/11/2019
2160860,PLP 441/2017,19/02/2019
2160860,PLP 441/2017,19/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2160860,PLP 441/2017,20/02/2019
2163986,REQ 7809/2017 => PL 7789/2017,16/10/2019
2164719,REQ 7844/2017 => PL 7843/2017,16/10/2019
2166600,PLP 461/2017,02/12/2019
2166600,PLP 461/2017,02/12/2019
2178170,PL 10372/2018,04/12/2019
2178170,PL 10372/2018,04/12/2019
2179189,PL 10431/2018,12/02/2019
2179189,PL 10431/2018,12/02/2019
2183943,MPV 852/2018,13/02/2019
2186621,PL 10985/2018,26/06/2019
2186621,PL 10985/2018,26/06/2019
2186621,PL 10985/2018,26/06/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2187087,PL 5029/2019 (Nº Anterior: PL 11021/2018),18/09/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2188301,MPV 861/2018 ,07/05/2019
2189858,MPV 863/2018 ,21/05/2019
2189858,MPV 863/2018 ,21/05/2019
2189858,MPV 863/2018 ,21/05/2019
2189858,MPV 863/2018 ,21/05/2019
2189858,MPV 863/2018 ,21/05/2019
2190190,MPV 866/2018 ,25/09/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,28/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190237,MPV 867/2018 ,29/05/2019
2190288,MPV 870/2019 ,22/05/2019
2190288,MPV 870/2019 ,22/05/2019
2190355,MPV 871/2019 ,29/05/2019
2190355,MPV 871/2019 ,29/05/2019
2190355,MPV 871/2019 ,29/05/2019
2190355,MPV 871/2019 ,29/05/2019
2190355,MPV 871/2019 ,29/05/2019
2190880,PDL 3/2019,19/02/2019
2192300,REQ 482/2019 => PDL 3/2019,19/02/2019
2192459,PEC 6/2019,09/07/2019
2192459,PEC 6/2019,09/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,10/07/2019
2192459,PEC 6/2019,11/07/2019
2192459,PEC 6/2019,11/07/2019
2192459,PEC 6/2019,11/07/2019
2192459,PEC 6/2019,11/07/2019
2192459,PEC 6/2019,11/07/2019
2192459,PEC 6/2019,11/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,12/07/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,06/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2192459,PEC 6/2019,07/08/2019
2193540,PL 1321/2019,02/04/2019
2193540,PL 1321/2019,24/04/2019
2193564,PLP 55/2019,08/05/2019
2193564,PLP 55/2019,08/05/2019
2193564,PLP 55/2019,08/05/2019
2193564,PLP 55/2019,08/05/2019
2193696,PLN 2/2019 CN,03/07/2019
2194124,PLN 4/2019 CN,11/06/2019
2194124,PLN 4/2019 CN,11/06/2019
2194357,REQ 829/2019 => PL 888/2019,26/03/2019
2194540,REQ 844/2019 => PLP 55/2019,26/03/2019
2197160,PEC 34/2019,05/06/2019
2197160,PEC 34/2019,05/06/2019
2197160,PEC 34/2019,05/06/2019
2197160,PEC 34/2019,05/06/2019
2197160,PEC 34/2019,05/06/2019
2197504,PEC 48/2019,19/11/2019
2197504,PEC 48/2019,19/11/2019
2198229,PLN 5/2019 CN,09/10/2019
2199310,MPV 879/2019 ,20/08/2019
2199310,MPV 879/2019 ,20/08/2019
2199310,MPV 879/2019 ,20/08/2019
2199310,MPV 879/2019 ,20/08/2019
2199310,MPV 879/2019 ,20/08/2019
2199310,MPV 879/2019 ,20/08/2019
2199763,MPV 881/2019,13/08/2019
2199763,MPV 881/2019,13/08/2019
2199763,MPV 881/2019,13/08/2019
2199763,MPV 881/2019,13/08/2019
2199763,MPV 881/2019,13/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2199763,MPV 881/2019,14/08/2019
2200900,REQ 1442/2019 => PL 10940/2018,06/11/2019
2201529,PL 2787/2019,25/06/2019
2201532,PL 2788/2019,25/06/2019
2201532,PL 2788/2019,25/06/2019
2202987,PLN 6/2019 CN,08/10/2019
2202987,PLN 6/2019 CN,08/10/2019
2202987,PLN 6/2019 CN,08/10/2019
2203106,REQ 1464/2019,14/05/2019
2204056,PL 2999/2019,27/08/2019
2204056,PL 2999/2019,27/08/2019
2204056,PL 2999/2019,27/08/2019
2204056,PL 2999/2019,03/09/2019
2204056,PL 2999/2019,03/09/2019
2204056,PL 2999/2019,03/09/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2207613,PL 3261/2019,11/12/2019
2208720,MPV 886/2019 ,15/10/2019
2208720,MPV 886/2019 ,15/10/2019
2208720,MPV 886/2019 ,15/10/2019
2208720,MPV 886/2019 ,15/10/2019
2208720,MPV 886/2019 ,15/10/2019
2208720,MPV 886/2019 ,15/10/2019
2208720,MPV 886/2019 ,15/10/2019
2209381,PL 3723/2019,29/10/2019
2209381,PL 3723/2019,30/10/2019
2209381,PL 3723/2019,05/11/2019
2209381,PL 3723/2019,05/11/2019
2209381,PL 3723/2019,05/11/2019
2209381,PL 3723/2019,05/11/2019
2209722,REQ 1844/2019,20/11/2019
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
2210523,PL 3715/2019,21/08/2019
