id,id_req,nome,partido,uf
204459,2202974,Daniela do Waguinho,MDB,RJ
160511,2202973,Alessandro Molon,PSB,RJ
178927,2202972,Aliel Machado,PSB,PR
204371,2202970,Felipe Rigoni,PSB,ES
204534,2202970,Tabata Amaral,PDT,SP
204466,2202968,Tereza Nelma,PSDB,AL
152610,2202967,Roberto Alves,PRB,SP
204538,2202966,Paulo Bengtson,PTB,PA
204538,2202965,Paulo Bengtson,PTB,PA
178990,2202964,Samuel Moreira,PSDB,SP
178889,2202954,Zé Carlos,PT,MA
178889,2202953,Zé Carlos,PT,MA
178889,2202952,Zé Carlos,PT,MA
178889,2202951,Zé Carlos,PT,MA
178889,2202950,Zé Carlos,PT,MA
178889,2202949,Zé Carlos,PT,MA
178889,2202948,Zé Carlos,PT,MA
178889,2202947,Zé Carlos,PT,MA
178889,2202946,Zé Carlos,PT,MA
178889,2202945,Zé Carlos,PT,MA
178889,2202944,Zé Carlos,PT,MA
NA,2202943,JOSE GUIMARAES,NA,NA
NA,2202942,JOSE GUIMARAES,NA,NA
NA,2202941,JOSE GUIMARAES,NA,NA
NA,2202940,JOSE GUIMARAES,NA,NA
NA,2202939,JOSE GUIMARAES,NA,NA
NA,2202938,JOSE GUIMARAES,NA,NA
160528,2202937,Danilo Cabral,PSB,PE
160528,2202936,Danilo Cabral,PSB,PE
160528,2202935,Danilo Cabral,PSB,PE
NA,2202934,ESPERIDIAO AMIN,NA,NA
74548,2202933,Jaques Wagner,PT,BA
74317,2202932,Júlio Cesar,PSD,PI
4931,2202931,Izalci Lucas,PSDB,DF
4931,2202930,Izalci Lucas,PSDB,DF
NA,2202929,HUMBERTO COSTA,NA,NA
76874,2202928,Marcelo Freixo,PSOL,RJ
76874,2202927,Marcelo Freixo,PSOL,RJ
76874,2202926,Marcelo Freixo,PSOL,RJ
76874,2202925,Marcelo Freixo,PSOL,RJ
76874,2202924,Marcelo Freixo,PSOL,RJ
76874,2202923,Marcelo Freixo,PSOL,RJ
204535,2202922,Sâmia Bomfim,PSOL,SP
204535,2202921,Sâmia Bomfim,PSOL,SP
204535,2202920,Sâmia Bomfim,PSOL,SP
204535,2202919,Sâmia Bomfim,PSOL,SP
204535,2202918,Sâmia Bomfim,PSOL,SP
204535,2202917,Sâmia Bomfim,PSOL,SP
178959,2202903,Hiran Gonçalves,PP,RR
178959,2202902,Hiran Gonçalves,PP,RR
178959,2202901,Hiran Gonçalves,PP,RR
178959,2202900,Hiran Gonçalves,PP,RR
74548,2202899,Jaques Wagner,PT,BA
74548,2202898,Jaques Wagner,PT,BA
74548,2202897,Jaques Wagner,PT,BA
74548,2202896,Jaques Wagner,PT,BA
74548,2202895,Jaques Wagner,PT,BA
74548,2202894,Jaques Wagner,PT,BA
74548,2202893,Jaques Wagner,PT,BA
74548,2202892,Jaques Wagner,PT,BA
74548,2202891,Jaques Wagner,PT,BA
74548,2202890,Jaques Wagner,PT,BA
74548,2202889,Jaques Wagner,PT,BA
74548,2202888,Jaques Wagner,PT,BA
74548,2202887,Jaques Wagner,PT,BA
74548,2202886,Jaques Wagner,PT,BA
74548,2202885,Jaques Wagner,PT,BA
74548,2202884,Jaques Wagner,PT,BA
74548,2202883,Jaques Wagner,PT,BA
74548,2202882,Jaques Wagner,PT,BA
74548,2202881,Jaques Wagner,PT,BA
74548,2202880,Jaques Wagner,PT,BA
74548,2202879,Jaques Wagner,PT,BA
74548,2202878,Jaques Wagner,PT,BA
74548,2202877,Jaques Wagner,PT,BA
204391,2202876,José Nelto,PODE,GO
73483,2202875,Luis Carlos Heinze,PP,RS
204561,2202874,Bira do Pindaré,PSB,MA
204561,2202873,Bira do Pindaré,PSB,MA
204561,2202872,Bira do Pindaré,PSB,MA
204561,2202871,Bira do Pindaré,PSB,MA
74400,2202870,Paulo Pimenta,PT,RS
74400,2202869,Paulo Pimenta,PT,RS
74400,2202868,Paulo Pimenta,PT,RS
74400,2202867,Paulo Pimenta,PT,RS
74400,2202866,Paulo Pimenta,PT,RS
74400,2202865,Paulo Pimenta,PT,RS
74400,2202864,Paulo Pimenta,PT,RS
160568,2202863,Rogério Carvalho,PT,SE
160568,2202862,Rogério Carvalho,PT,SE
160568,2202861,Rogério Carvalho,PT,SE
160568,2202860,Rogério Carvalho,PT,SE
160568,2202859,Rogério Carvalho,PT,SE
160568,2202858,Rogério Carvalho,PT,SE
160568,2202857,Rogério Carvalho,PT,SE
NA,2202856,JOAO ROMA,NA,NA
NA,2202855,JOAO ROMA,NA,NA
NA,2202854,JOAO ROMA,NA,NA
NA,2202853,JOAO ROMA,NA,NA
NA,2202852,JOAO ROMA,NA,NA
NA,2202851,JOAO ROMA,NA,NA
160558,2202850,Paulo Freire Costa,PR,SP
160558,2202849,Paulo Freire Costa,PR,SP
74060,2202848,Daniel Almeida,PCdoB,BA
74060,2202847,Daniel Almeida,PCdoB,BA
74400,2202846,Paulo Pimenta,PT,RS
74400,2202845,Paulo Pimenta,PT,RS
74400,2202844,Paulo Pimenta,PT,RS
74400,2202843,Paulo Pimenta,PT,RS
74400,2202842,Paulo Pimenta,PT,RS
74400,2202841,Paulo Pimenta,PT,RS
74400,2202840,Paulo Pimenta,PT,RS
74400,2202839,Paulo Pimenta,PT,RS
74400,2202838,Paulo Pimenta,PT,RS
74400,2202837,Paulo Pimenta,PT,RS
74400,2202836,Paulo Pimenta,PT,RS
74400,2202835,Paulo Pimenta,PT,RS
74400,2202834,Paulo Pimenta,PT,RS
74400,2202833,Paulo Pimenta,PT,RS
74400,2202832,Paulo Pimenta,PT,RS
74400,2202831,Paulo Pimenta,PT,RS
178916,2202830,Daniel Coelho,CIDADANIA,PE
178916,2202829,Daniel Coelho,CIDADANIA,PE
178916,2202828,Daniel Coelho,CIDADANIA,PE
178916,2202827,Daniel Coelho,CIDADANIA,PE
93083,2202826,Cacá Leão,PP,BA
93083,2202825,Cacá Leão,PP,BA
160565,2202824,Mara Gabrilli,PSDB,SP
73483,2202823,Luis Carlos Heinze,PP,RS
73771,2202822,Flávio Arns,PT,PR
151208,2202819,Laercio Oliveira,PP,SE
204569,2202817,Delegado Pablo,PSL,AM
204426,2202815,Carlos Veras,PT,PE
167722,2202814,Marcos Rogério,DEM,RO
171619,2202813,Margarida Salomão,PT,MG
204366,2202812,Rodrigo Coelho,PSB,SC
204426,2202811,Carlos Veras,PT,PE
204426,2202810,Carlos Veras,PT,PE
204426,2202809,Carlos Veras,PT,PE
204426,2202808,Carlos Veras,PT,PE
204426,2202807,Carlos Veras,PT,PE
204426,2202806,Carlos Veras,PT,PE
204426,2202805,Carlos Veras,PT,PE
204426,2202804,Carlos Veras,PT,PE
204426,2202803,Carlos Veras,PT,PE
73586,2202802,Júlio Delgado,PSB,MG
160545,2202801,Alexandre Leite,DEM,SP
178883,2202800,Eliziane Gama,PPS,MA
177282,2202799,Subtenente Gonzaga,PDT,MG
177282,2202798,Subtenente Gonzaga,PDT,MG
177282,2202797,Subtenente Gonzaga,PDT,MG
177282,2202796,Subtenente Gonzaga,PDT,MG
177282,2202795,Subtenente Gonzaga,PDT,MG
177282,2202794,Subtenente Gonzaga,PDT,MG
177282,2202793,Subtenente Gonzaga,PDT,MG
177282,2202792,Subtenente Gonzaga,PDT,MG
177282,2202791,Subtenente Gonzaga,PDT,MG
177282,2202790,Subtenente Gonzaga,PDT,MG
177282,2202789,Subtenente Gonzaga,PDT,MG
177282,2202788,Subtenente Gonzaga,PDT,MG
177282,2202787,Subtenente Gonzaga,PDT,MG
177282,2202786,Subtenente Gonzaga,PDT,MG
177282,2202785,Subtenente Gonzaga,PDT,MG
177282,2202784,Subtenente Gonzaga,PDT,MG
74057,2202783,Alice Portugal,PCdoB,BA
74057,2202782,Alice Portugal,PCdoB,BA
74057,2202781,Alice Portugal,PCdoB,BA
74057,2202780,Alice Portugal,PCdoB,BA
74057,2202779,Alice Portugal,PCdoB,BA
73771,2202778,Flávio Arns,PT,PR
73771,2202777,Flávio Arns,PT,PR
73771,2202776,Flávio Arns,PT,PR
73771,2202775,Flávio Arns,PT,PR
73771,2202774,Flávio Arns,PT,PR
73771,2202773,Flávio Arns,PT,PR
73771,2202772,Flávio Arns,PT,PR
73771,2202771,Flávio Arns,PT,PR
73771,2202770,Flávio Arns,PT,PR
134812,2202769,Edmilson Rodrigues,PSOL,PA
134812,2202768,Edmilson Rodrigues,PSOL,PA
134812,2202767,Edmilson Rodrigues,PSOL,PA
134812,2202766,Edmilson Rodrigues,PSOL,PA
134812,2202765,Edmilson Rodrigues,PSOL,PA
134812,2202764,Edmilson Rodrigues,PSOL,PA
204386,2202763,Jose Mario Schreiner,DEM,GO
204366,2202762,Rodrigo Coelho,PSB,SC
204366,2202761,Rodrigo Coelho,PSB,SC
204366,2202760,Rodrigo Coelho,PSB,SC
204366,2202759,Rodrigo Coelho,PSB,SC
204366,2202758,Rodrigo Coelho,PSB,SC
204366,2202757,Rodrigo Coelho,PSB,SC
204366,2202756,Rodrigo Coelho,PSB,SC
204366,2202755,Rodrigo Coelho,PSB,SC
204366,2202754,Rodrigo Coelho,PSB,SC
204366,2202753,Rodrigo Coelho,PSB,SC
204366,2202752,Rodrigo Coelho,PSB,SC
204366,2202751,Rodrigo Coelho,PSB,SC
204366,2202750,Rodrigo Coelho,PSB,SC
178832,2202749,Leandre,PV,PR
178832,2202748,Leandre,PV,PR
178832,2202747,Leandre,PV,PR
178832,2202746,Leandre,PV,PR
178832,2202745,Leandre,PV,PR
204509,2202744,Áurea Carolina,PSOL,MG
204509,2202743,Áurea Carolina,PSOL,MG
204509,2202742,Áurea Carolina,PSOL,MG
204509,2202741,Áurea Carolina,PSOL,MG
204509,2202740,Áurea Carolina,PSOL,MG
204509,2202739,Áurea Carolina,PSOL,MG
160535,2202738,Marcon,PT,RS
160535,2202737,Marcon,PT,RS
160535,2202736,Marcon,PT,RS
160535,2202735,Marcon,PT,RS
160535,2202734,Marcon,PT,RS
160535,2202733,Marcon,PT,RS
160535,2202732,Marcon,PT,RS
160535,2202731,Marcon,PT,RS
160535,2202730,Marcon,PT,RS
160535,2202729,Marcon,PT,RS
160535,2202728,Marcon,PT,RS
160535,2202727,Marcon,PT,RS
73910,2202726,Paulo Paim,PT,RS
73910,2202725,Paulo Paim,PT,RS
73910,2202724,Paulo Paim,PT,RS
73910,2202723,Paulo Paim,PT,RS
74131,2202722,João Carlos Bacelar,PR,BA
74131,2202721,João Carlos Bacelar,PR,BA
204464,2202720,Talíria Petrone,PSOL,RJ
204464,2202719,Talíria Petrone,PSOL,RJ
204464,2202718,Talíria Petrone,PSOL,RJ
204464,2202717,Talíria Petrone,PSOL,RJ
204464,2202716,Talíria Petrone,PSOL,RJ
204496,2202715,Celso Sabino,PSDB,PA
74036,2202714,Álvaro Dias,PDT,RN
204466,2202713,Tereza Nelma,PSDB,AL
204466,2202712,Tereza Nelma,PSDB,AL
204466,2202711,Tereza Nelma,PSDB,AL
204466,2202710,Tereza Nelma,PSDB,AL
204466,2202709,Tereza Nelma,PSDB,AL
204466,2202708,Tereza Nelma,PSDB,AL
204466,2202707,Tereza Nelma,PSDB,AL
204466,2202706,Tereza Nelma,PSDB,AL
204466,2202705,Tereza Nelma,PSDB,AL
204466,2202704,Tereza Nelma,PSDB,AL
204466,2202703,Tereza Nelma,PSDB,AL
204466,2202702,Tereza Nelma,PSDB,AL
204561,2202701,Bira do Pindaré,PSB,MA
116379,2202700,Darci de Matos,PSD,SC
160610,2202699,Valmir Assunção,PT,BA
160610,2202698,Valmir Assunção,PT,BA
141508,2202697,Mauro Nazif,PSB,RO
141508,2202696,Mauro Nazif,PSB,RO
141508,2202695,Mauro Nazif,PSB,RO
NA,2202694,HUMBERTO COSTA,NA,NA
178884,2202693,Hildo Rocha,MDB,MA
178884,2202692,Hildo Rocha,MDB,MA
74356,2202691,Silas Câmara,PRB,AM
160575,2202690,Erika Kokay,PT,DF
160575,2202689,Erika Kokay,PT,DF
73910,2202688,Paulo Paim,PT,RS
73910,2202687,Paulo Paim,PT,RS
73910,2202686,Paulo Paim,PT,RS
204407,2202685,Fernanda Melchionna,PSOL,RS
204407,2202684,Fernanda Melchionna,PSOL,RS
204407,2202683,Fernanda Melchionna,PSOL,RS
204407,2202682,Fernanda Melchionna,PSOL,RS
204407,2202681,Fernanda Melchionna,PSOL,RS
204407,2202680,Fernanda Melchionna,PSOL,RS
74655,2202679,Eduardo Barbosa,PSDB,MG
160610,2202678,Valmir Assunção,PT,BA
160610,2202677,Valmir Assunção,PT,BA
160610,2202676,Valmir Assunção,PT,BA
160610,2202675,Valmir Assunção,PT,BA
160610,2202674,Valmir Assunção,PT,BA
160610,2202673,Valmir Assunção,PT,BA
160610,2202672,Valmir Assunção,PT,BA
160610,2202671,Valmir Assunção,PT,BA
160610,2202670,Valmir Assunção,PT,BA
160610,2202669,Valmir Assunção,PT,BA
160610,2202668,Valmir Assunção,PT,BA
160610,2202667,Valmir Assunção,PT,BA
160610,2202666,Valmir Assunção,PT,BA
160610,2202665,Valmir Assunção,PT,BA
160610,2202664,Valmir Assunção,PT,BA
204394,2202663,Gervásio Maia,PSB,PB
204394,2202662,Gervásio Maia,PSB,PB
204394,2202661,Gervásio Maia,PSB,PB
204394,2202660,Gervásio Maia,PSB,PB
204394,2202659,Gervásio Maia,PSB,PB
204394,2202658,Gervásio Maia,PSB,PB
204394,2202657,Gervásio Maia,PSB,PB
204394,2202656,Gervásio Maia,PSB,PB
160556,2202655,Padre João,PT,MG
160556,2202654,Padre João,PT,MG
160556,2202653,Padre João,PT,MG
160556,2202652,Padre João,PT,MG
160556,2202651,Padre João,PT,MG
160556,2202650,Padre João,PT,MG
160556,2202649,Padre João,PT,MG
74160,2202648,Patrus Ananias,PT,MG
74160,2202647,Patrus Ananias,PT,MG
74160,2202646,Patrus Ananias,PT,MG
74160,2202645,Patrus Ananias,PT,MG
74160,2202644,Patrus Ananias,PT,MG
74160,2202643,Patrus Ananias,PT,MG
74160,2202642,Patrus Ananias,PT,MG
74160,2202641,Patrus Ananias,PT,MG
74160,2202640,Patrus Ananias,PT,MG
74160,2202639,Patrus Ananias,PT,MG
74160,2202638,Patrus Ananias,PT,MG
74160,2202637,Patrus Ananias,PT,MG
74160,2202636,Patrus Ananias,PT,MG
74160,2202635,Patrus Ananias,PT,MG
74160,2202634,Patrus Ananias,PT,MG
74160,2202633,Patrus Ananias,PT,MG
74160,2202632,Patrus Ananias,PT,MG
74160,2202631,Patrus Ananias,PT,MG
66828,2202630,Fausto Pinato,PP,SP
66828,2202629,Fausto Pinato,PP,SP
66828,2202628,Fausto Pinato,PP,SP
66828,2202627,Fausto Pinato,PP,SP
66828,2202626,Fausto Pinato,PP,SP
204386,2202625,Jose Mario Schreiner,DEM,GO
204386,2202624,Jose Mario Schreiner,DEM,GO
204386,2202623,Jose Mario Schreiner,DEM,GO
204487,2202622,Capitão Wagner,PROS,CE
NA,2202621,HUMBERTO COSTA,NA,NA
NA,2202620,HUMBERTO COSTA,NA,NA
NA,2202619,HUMBERTO COSTA,NA,NA
NA,2202618,HUMBERTO COSTA,NA,NA
NA,2202617,HUMBERTO COSTA,NA,NA
NA,2202616,HUMBERTO COSTA,NA,NA
NA,2202615,HUMBERTO COSTA,NA,NA
NA,2202614,HUMBERTO COSTA,NA,NA
204555,2202613,José Ricardo,PT,AM
204555,2202612,José Ricardo,PT,AM
204555,2202611,José Ricardo,PT,AM
204555,2202610,José Ricardo,PT,AM
204555,2202609,José Ricardo,PT,AM
204555,2202608,José Ricardo,PT,AM
178986,2202607,Nilto Tatto,PT,SP
178986,2202606,Nilto Tatto,PT,SP
178986,2202605,Nilto Tatto,PT,SP
178986,2202604,Nilto Tatto,PT,SP
178986,2202603,Nilto Tatto,PT,SP
178986,2202602,Nilto Tatto,PT,SP
178986,2202601,Nilto Tatto,PT,SP
74131,2202600,João Carlos Bacelar,PR,BA
74131,2202599,João Carlos Bacelar,PR,BA
74131,2202598,João Carlos Bacelar,PR,BA
74131,2202597,João Carlos Bacelar,PR,BA
74131,2202596,João Carlos Bacelar,PR,BA
74131,2202595,João Carlos Bacelar,PR,BA
74131,2202594,João Carlos Bacelar,PR,BA
204567,2202593,Raimundo Costa,PR,BA
204567,2202592,Raimundo Costa,PR,BA
204466,2202591,Tereza Nelma,PSDB,AL
204466,2202590,Tereza Nelma,PSDB,AL
204466,2202589,Tereza Nelma,PSDB,AL
204466,2202588,Tereza Nelma,PSDB,AL
204466,2202587,Tereza Nelma,PSDB,AL
204466,2202586,Tereza Nelma,PSDB,AL
204466,2202585,Tereza Nelma,PSDB,AL
204466,2202584,Tereza Nelma,PSDB,AL
204466,2202583,Tereza Nelma,PSDB,AL
74082,2202580,Paulo Rocha,PT,PA
74082,2202579,Paulo Rocha,PT,PA
74082,2202578,Paulo Rocha,PT,PA
74082,2202577,Paulo Rocha,PT,PA
74082,2202576,Paulo Rocha,PT,PA
74082,2202575,Paulo Rocha,PT,PA
74082,2202574,Paulo Rocha,PT,PA
74082,2202573,Paulo Rocha,PT,PA
74082,2202572,Paulo Rocha,PT,PA
74082,2202571,Paulo Rocha,PT,PA
74082,2202570,Paulo Rocha,PT,PA
74082,2202569,Paulo Rocha,PT,PA
74082,2202568,Paulo Rocha,PT,PA
74082,2202567,Paulo Rocha,PT,PA
177282,2202566,Subtenente Gonzaga,PDT,MG
68720,2202565,Fábio Henrique,PDT,SE
74400,2202561,Paulo Pimenta,PT,RS
74400,2202560,Paulo Pimenta,PT,RS
74400,2202559,Paulo Pimenta,PT,RS
74400,2202558,Paulo Pimenta,PT,RS
74400,2202557,Paulo Pimenta,PT,RS
74400,2202556,Paulo Pimenta,PT,RS
74400,2202555,Paulo Pimenta,PT,RS
204575,2202554,Gil Cutrim,PDT,MA
204559,2202553,Zé Neto,PT,BA
178874,2202552,Sergio Vidigal,PDT,ES
204559,2202551,Zé Neto,PT,BA
204559,2202550,Zé Neto,PT,BA
204559,2202549,Zé Neto,PT,BA
204559,2202548,Zé Neto,PT,BA
204559,2202547,Zé Neto,PT,BA
204559,2202546,Zé Neto,PT,BA
204559,2202545,Zé Neto,PT,BA
204559,2202544,Zé Neto,PT,BA
204559,2202543,Zé Neto,PT,BA
204559,2202542,Zé Neto,PT,BA
74366,2202541,João Campos,PRB,GO
178987,2202540,Orlando Silva,PCdoB,SP
204377,2202539,Paula Belmonte,CIDADANIA,DF
204381,2202538,Luis Miranda,DEM,DF
116379,2202537,Darci de Matos,PSD,SC
74060,2202536,Daniel Almeida,PCdoB,BA
74060,2202535,Daniel Almeida,PCdoB,BA
74060,2202534,Daniel Almeida,PCdoB,BA
74060,2202533,Daniel Almeida,PCdoB,BA
74060,2202532,Daniel Almeida,PCdoB,BA
74060,2202531,Daniel Almeida,PCdoB,BA
74060,2202530,Daniel Almeida,PCdoB,BA
74060,2202529,Daniel Almeida,PCdoB,BA
74060,2202528,Daniel Almeida,PCdoB,BA
74060,2202527,Daniel Almeida,PCdoB,BA
74060,2202526,Daniel Almeida,PCdoB,BA
74060,2202525,Daniel Almeida,PCdoB,BA
74060,2202524,Daniel Almeida,PCdoB,BA
74060,2202523,Daniel Almeida,PCdoB,BA
74060,2202522,Daniel Almeida,PCdoB,BA
160538,2202521,Bohn Gass,PT,RS
160538,2202520,Bohn Gass,PT,RS
160538,2202519,Bohn Gass,PT,RS
160538,2202518,Bohn Gass,PT,RS
160538,2202517,Bohn Gass,PT,RS
160538,2202516,Bohn Gass,PT,RS
160538,2202515,Bohn Gass,PT,RS
160538,2202514,Bohn Gass,PT,RS
NA,2202513,HUMBERTO COSTA,NA,NA
NA,2202512,HUMBERTO COSTA,NA,NA
204485,2202511,Luiz Carlos Motta,PR,SP
204485,2202510,Luiz Carlos Motta,PR,SP
204485,2202509,Luiz Carlos Motta,PR,SP
204485,2202508,Luiz Carlos Motta,PR,SP
204485,2202507,Luiz Carlos Motta,PR,SP
204485,2202506,Luiz Carlos Motta,PR,SP
141405,2202505,Celso Maldaner,MDB,SC
141405,2202504,Celso Maldaner,MDB,SC
141405,2202503,Celso Maldaner,MDB,SC
141405,2202502,Celso Maldaner,MDB,SC
141405,2202501,Celso Maldaner,MDB,SC
141405,2202500,Celso Maldaner,MDB,SC
141405,2202499,Celso Maldaner,MDB,SC
141405,2202498,Celso Maldaner,MDB,SC
141405,2202497,Celso Maldaner,MDB,SC
74057,2202496,Alice Portugal,PCdoB,BA
74057,2202495,Alice Portugal,PCdoB,BA
141518,2202494,Paulo Pereira da Silva,SOLIDARI,SP
74356,2202493,Silas Câmara,PRB,AM
141450,2202492,Hugo Leal,PSD,RJ
141450,2202491,Hugo Leal,PSD,RJ
133439,2202490,André Figueiredo,PDT,CE
133439,2202489,André Figueiredo,PDT,CE
133439,2202488,André Figueiredo,PDT,CE
133439,2202487,André Figueiredo,PDT,CE
160565,2202486,Mara Gabrilli,PSDB,SP
160565,2202485,Mara Gabrilli,PSDB,SP
160565,2202484,Mara Gabrilli,PSDB,SP
160565,2202483,Mara Gabrilli,PSDB,SP
160565,2202482,Mara Gabrilli,PSDB,SP
160565,2202481,Mara Gabrilli,PSDB,SP
160565,2202480,Mara Gabrilli,PSDB,SP
160565,2202479,Mara Gabrilli,PSDB,SP
178964,2202478,Heitor Schuch,PSB,RS
178964,2202477,Heitor Schuch,PSB,RS
204483,2202476,Vilson da Fetaemg,PSB,MG
204483,2202475,Vilson da Fetaemg,PSB,MG
204483,2202474,Vilson da Fetaemg,PSB,MG
204483,2202473,Vilson da Fetaemg,PSB,MG
204483,2202472,Vilson da Fetaemg,PSB,MG
204483,2202471,Vilson da Fetaemg,PSB,MG
204483,2202470,Vilson da Fetaemg,PSB,MG
178964,2202469,Heitor Schuch,PSB,RS
178964,2202468,Heitor Schuch,PSB,RS
178964,2202467,Heitor Schuch,PSB,RS
178879,2202466,Lucas Vergilio,SOLIDARI,GO
204558,2202465,Marcelo Nilo,PSB,BA
204558,2202464,Marcelo Nilo,PSB,BA
178977,2202463,Eduardo Cury,PSDB,SP
178977,2202462,Eduardo Cury,PSDB,SP
178977,2202461,Eduardo Cury,PSDB,SP
204479,2202460,Nicoletti,PSL,RR
204479,2202459,Nicoletti,PSL,RR
164360,2202458,Carmen Zanotto,CIDADANIA,SC
204573,2202457,Otto Alencar Filho,PSD,BA
204573,2202456,Otto Alencar Filho,PSD,BA
204548,2202455,Heitor Freire,PSL,CE
178887,2202454,Rubens Pereira Júnior,PCdoB,MA
178887,2202453,Rubens Pereira Júnior,PCdoB,MA
74655,2202452,Eduardo Barbosa,PSDB,MG
74848,2202451,Jandira Feghali,PCdoB,RJ
74848,2202450,Jandira Feghali,PCdoB,RJ
74848,2202449,Jandira Feghali,PCdoB,RJ
73910,2202448,Paulo Paim,PT,RS
73910,2202447,Paulo Paim,PT,RS
73910,2202446,Paulo Paim,PT,RS
73910,2202445,Paulo Paim,PT,RS
73910,2202444,Paulo Paim,PT,RS
73910,2202443,Paulo Paim,PT,RS
73910,2202442,Paulo Paim,PT,RS
73910,2202441,Paulo Paim,PT,RS
73910,2202440,Paulo Paim,PT,RS
73910,2202439,Paulo Paim,PT,RS
73910,2202438,Paulo Paim,PT,RS
204426,2202437,Carlos Veras,PT,PE
204426,2202436,Carlos Veras,PT,PE
204426,2202435,Carlos Veras,PT,PE
204426,2202434,Carlos Veras,PT,PE
204426,2202433,Carlos Veras,PT,PE
141518,2202432,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202431,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202430,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202429,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202428,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202427,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202426,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202425,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202424,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202423,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202422,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202421,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202420,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202419,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202418,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202417,Paulo Pereira da Silva,SOLIDARI,SP
141518,2202416,Paulo Pereira da Silva,SOLIDARI,SP
204366,2202415,Rodrigo Coelho,PSB,SC
204366,2202414,Rodrigo Coelho,PSB,SC
204366,2202413,Rodrigo Coelho,PSB,SC
122974,2202412,Pedro Lucas Fernandes,PTB,MA
178889,2202411,Zé Carlos,PT,MA
178889,2202410,Zé Carlos,PT,MA
178889,2202409,Zé Carlos,PT,MA
178889,2202408,Zé Carlos,PT,MA
178889,2202407,Zé Carlos,PT,MA
178889,2202406,Zé Carlos,PT,MA
160508,2202405,Afonso Florence,PT,BA
160508,2202404,Afonso Florence,PT,BA
74419,2202403,Gonzaga Patriota,PSB,PE
178884,2202402,Hildo Rocha,MDB,MA
178884,2202401,Hildo Rocha,MDB,MA
74655,2202400,Eduardo Barbosa,PSDB,MG
74655,2202399,Eduardo Barbosa,PSDB,MG
178993,2202398,Carlos Henrique Gaguim,DEM,TO
74057,2202397,Alice Portugal,PCdoB,BA
178970,2202396,João Daniel,PT,SE
178970,2202395,João Daniel,PT,SE
178970,2202394,João Daniel,PT,SE
178970,2202393,João Daniel,PT,SE
178970,2202392,João Daniel,PT,SE
178970,2202391,João Daniel,PT,SE
178884,2202390,Hildo Rocha,MDB,MA
178884,2202389,Hildo Rocha,MDB,MA
178884,2202388,Hildo Rocha,MDB,MA
178884,2202387,Hildo Rocha,MDB,MA
178884,2202386,Hildo Rocha,MDB,MA
178884,2202385,Hildo Rocha,MDB,MA
178884,2202384,Hildo Rocha,MDB,MA
178884,2202383,Hildo Rocha,MDB,MA
178884,2202382,Hildo Rocha,MDB,MA
178884,2202381,Hildo Rocha,MDB,MA
164360,2202378,Carmen Zanotto,CIDADANIA,SC
164360,2202377,Carmen Zanotto,CIDADANIA,SC
164360,2202376,Carmen Zanotto,CIDADANIA,SC
178886,2202375,Juscelino Filho,DEM,MA
204519,2202374,Tiago Mitraud,NOVO,MG
204535,2202373,Sâmia Bomfim,PSOL,SP
178866,2202372,Luizianne Lins,PT,CE
178908,2202371,Delegado Éder Mauro,PSD,PA
204535,2202370,Sâmia Bomfim,PSOL,SP
204435,2202368,Jesus Sérgio,PDT,AC
204435,2202367,Jesus Sérgio,PDT,AC
76874,2202366,Marcelo Freixo,PSOL,RJ
204435,2202365,Jesus Sérgio,PDT,AC
204506,2202364,Marcos Pereira,PRB,SP
204506,2202363,Marcos Pereira,PRB,SP
204504,2202362,Cezinha de Madureira,PSD,SP
204419,2202361,Glaustin Fokus,PSC,GO
178857,2202360,Jorge Solla,PT,BA
204561,2202356,Bira do Pindaré,PSB,MA
178962,2202348,Carlos Gomes,PRB,RS
204480,2202347,Rogério Correia,PT,MG
204480,2202346,Rogério Correia,PT,MG
204383,2202344,Professor Israel Batista,PV,DF
204416,2202343,Sanderson,PSL,RS
204369,2202341,Caroline de Toni,PSL,SC
204433,2202340,Marcelo Calero,CIDADANIA,RJ
204433,2202339,Marcelo Calero,CIDADANIA,RJ
74160,2202338,Patrus Ananias,PT,MG
178970,2202337,João Daniel,PT,SE
178929,2202336,Diego Garcia,PODE,PR
204451,2202335,Delegado Antônio Furtado,PSL,RJ
204487,2202334,Capitão Wagner,PROS,CE
160587,2202333,Fábio Trad,PSD,MS
160587,2202331,Fábio Trad,PSD,MS
160556,2202327,Padre João,PT,MG
160556,2202326,Padre João,PT,MG
160556,2202325,Padre João,PT,MG
160556,2202324,Padre João,PT,MG
160556,2202323,Padre João,PT,MG
