id_comissao_voz,id_parlamentar_voz,id_periodo,cargo,situacao,data_inicio,data_fim,is_membro_atual
12012,1204479,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
12012,1178990,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
12012,174299,2f325756a5442ee9aa2322564372223b,Suplente,Suplente,2019-03-12,2020-02-03,FALSE
12012,174356,4c820f4e0a8508a46ed858bcd1686d20,Presidente,Titular,2019-03-13,2021-03-11,FALSE
12012,1204376,ca8692ff6566035ef438c805aa52f0c5,Titular,Titular,2019-03-13,2019-04-09,FALSE
12012,1204508,547c15fc6eea7ef7d08a5366732d6da2,Titular,Titular,2019-03-13,2019-10-02,FALSE
12012,174075,642057a4717f1ca28385996b746ed279,Titular,Titular,2019-03-13,2019-11-12,FALSE
12012,1195866,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1204495,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1178993,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1141427,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,174371,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1178951,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1141458,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,173772,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1178921,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1141431,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1160552,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1160556,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,1178937,98dab2b4b400e5327407217229ff18db,Titular,Titular,2019-03-13,2020-02-03,FALSE
12012,192102,ee2e73d23300bfa019b19ba8c65ed20c,Suplente,Suplente,2019-03-13,2019-03-20,FALSE
12012,1141513,47b4ea14657f5a1a20d89b6e53623b78,Suplente,Suplente,2019-03-13,2019-08-28,FALSE
12012,166828,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1204483,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1204463,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1204539,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1115746,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1204438,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1178954,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1141459,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1160600,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1178858,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,174043,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,174376,98dab2b4b400e5327407217229ff18db,Suplente,Suplente,2019-03-13,2020-02-03,FALSE
12012,1204391,4eff044aaa43b0d344decc0a32099184,Suplente,Suplente,2019-03-19,2020-02-03,FALSE
12012,1204499,98b140dd9d23b1664b0f6500bb67bf16,Segundo Vice-presidente,Titular,2019-03-20,2021-02-03,FALSE
12012,1178987,3da26e4c36a3db06cffc3cf9c89838ff,Titular,Titular,2019-03-20,2020-02-03,FALSE
12012,1178933,3da26e4c36a3db06cffc3cf9c89838ff,Suplente,Suplente,2019-03-20,2020-02-03,FALSE
12012,1141408,c02db2e67acb10a9924fdd2556e208ca,Suplente,Suplente,2019-03-26,2020-02-03,FALSE
12012,173433,b151fa3940ca2074d28696b911021bdb,Titular,Titular,2019-03-27,2020-02-03,FALSE
12012,173943,b50ff53795b01551697f843dd724829d,Suplente,Suplente,2019-03-27,2019-05-08,FALSE
12012,1188097,e304f6161f0de1ca9ee1ffd99588d7ad,Titular,Titular,2019-04-02,2019-10-16,FALSE
12012,1160512,b10040425c431ebe2b865ec2e1c22182,Titular,Titular,2019-04-16,2019-04-24,FALSE
12012,1178874,0f6bf2683bb64746d1db41c2b32a70e2,Suplente,Suplente,2019-05-22,2020-02-03,FALSE
12012,1160758,e43a38e868ba6ae91be739af2a93ef5e,Suplente,Suplente,2019-07-02,2020-02-03,FALSE
12012,1204461,0c8eb73eb0041bdd9f8252ce004f37fe,Suplente,Suplente,2019-07-29,2020-02-03,FALSE
12012,173460,5d1cea791b74ffbc21f8078eb9506f08,Suplente,Suplente,2019-08-22,2020-02-03,FALSE
12012,1204454,1aebfe88f3c136bdd1773e60e711feb3,Titular,Titular,2019-08-28,2020-02-03,FALSE
12012,1204395,1aebfe88f3c136bdd1773e60e711feb3,Suplente,Suplente,2019-08-28,2020-02-03,FALSE
12012,1204508,140889d4fe6e249209da68bc610c16b3,Titular,Titular,2019-10-02,2020-02-03,FALSE
12012,1178930,c3d720cdb58832ec4b0cfa9a3c08e548,Suplente,Suplente,2019-11-06,2020-02-03,FALSE
12012,1204436,35c35143ab2ce704849d532e0e618bd2,Titular,Titular,2019-11-12,2020-02-03,FALSE
12012,1178908,be1f99fc6d97d1806d008fd4438c0729,Suplente,Suplente,2019-11-20,2020-02-03,FALSE
12012,1204381,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1109429,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1178854,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1160667,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1141391,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1151208,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1160655,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1204415,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1204477,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1141431,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1178921,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1204435,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1179000,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1204368,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,1178948,aad4f37e9d2912dd98fe2f497f464a95,Titular,Titular,2021-03-09,NA,TRUE
12012,198057,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
12012,1204441,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
12012,1108338,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
12012,1143084,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
12012,1204446,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
12012,1205863,aad4f37e9d2912dd98fe2f497f464a95,Suplente,Suplente,2021-03-09,NA,TRUE
