id_parlamentar_voz,id_partido,id_tema,faltou,partido_liberou,nao_seguiu,seguiu,aderencia
169871,0,2,0,3,2,0,0
173482,0,2,1,2,2,0,0
173531,0,2,0,3,2,0,0
173604,0,2,2,2,1,0,0
173701,0,2,2,1,2,0,0
173801,0,2,2,2,1,0,0
174057,0,2,1,3,1,0,0
174156,0,2,0,3,2,0,0
174160,0,2,1,2,2,0,0
174283,0,2,3,1,1,0,0
174299,0,2,2,2,1,0,0
174376,0,2,2,2,1,0,0
174398,0,2,2,1,2,0,0
174419,0,2,3,1,1,0,0
174439,0,2,3,1,1,0,0
174467,0,2,1,3,1,0,0
174571,0,2,1,2,2,0,0
174784,0,2,1,2,2,0,0
174848,0,2,2,2,1,0,0
176874,0,2,0,3,2,0,0
1141427,0,2,0,3,1,1,0.5
1152610,0,2,1,2,1,1,0.5
1160598,0,2,2,1,1,1,0.5
1177282,0,2,0,3,1,1,0.5
1178863,0,2,0,3,1,1,0.5
1204405,0,2,1,2,1,1,0.5
1204499,0,2,0,3,1,1,0.5
1204533,0,2,0,3,1,1,0.5
1204542,0,2,0,3,1,1,0.5
173586,0,2,0,3,1,1,0.5
1109429,0,2,0,3,0,2,1
1112437,0,2,2,2,0,1,1
1115746,0,2,2,1,0,2,1
1116379,0,2,0,3,0,2,1
1121948,0,2,0,3,0,2,1
1122158,0,2,2,2,0,1,1
1122974,0,2,1,2,0,2,1
1133810,0,2,0,3,0,2,1
1135054,0,2,1,3,0,1,1
1141408,0,2,2,2,0,1,1
1141421,0,2,2,2,0,1,1
1141422,0,2,3,0,0,2,1
1141431,0,2,2,2,0,1,1
1141450,0,2,2,2,0,1,1
1141459,0,2,1,2,0,2,1
1141508,0,2,1,2,0,2,1
1141513,0,2,1,2,0,2,1
1141523,0,2,1,2,0,2,1
1141531,0,2,0,3,0,2,1
1141552,0,2,1,1,0,2,1
1141553,0,2,1,3,0,1,1
1141555,0,2,2,2,0,1,1
1143084,0,2,1,3,0,1,1
1146307,0,2,0,3,0,2,1
1146788,0,2,2,2,0,1,1
1150418,0,2,1,3,0,1,1
1151208,0,2,2,2,0,1,1
1156190,0,2,0,3,0,2,1
1160518,0,2,2,2,0,1,1
1160534,0,2,0,3,0,2,1
1160535,0,2,2,2,0,1,1
1160545,0,2,1,2,0,2,1
1160553,0,2,2,2,0,1,1
1160558,0,2,2,1,0,2,1
1160559,0,2,2,2,0,1,1
1160587,0,2,0,3,0,2,1
1160588,0,2,0,3,0,2,1
1160599,0,2,0,3,0,2,1
1160601,0,2,2,2,0,1,1
1160619,0,2,0,3,0,2,1
1160632,0,2,0,3,0,2,1
1160635,0,2,2,1,0,2,1
1160639,0,2,2,2,0,1,1
1160640,0,2,0,3,0,2,1
1160653,0,2,3,1,0,1,1
1160655,0,2,0,3,0,2,1
1160665,0,2,2,1,0,2,1
1160666,0,2,1,3,0,1,1
1160674,0,2,1,3,0,1,1
1160758,0,2,1,2,0,2,1
1160976,0,2,1,2,0,2,1
1161550,0,2,1,2,0,2,1
1162332,0,2,1,2,0,2,1
1164360,0,2,1,2,0,2,1
1166402,0,2,0,3,0,2,1
1178829,0,2,2,2,0,1,1
1178831,0,2,1,2,0,2,1
1178832,0,2,0,3,0,2,1
1178833,0,2,1,2,0,2,1
1178836,0,2,2,2,0,1,1
1178843,0,2,2,2,0,1,1
1178858,0,2,0,3,0,2,1
1178860,0,2,1,3,0,1,1
1178861,0,2,1,2,0,2,1
1178871,0,2,1,2,0,2,1
1178876,0,2,2,2,0,1,1
1178879,0,2,1,3,0,1,1
1178882,0,2,3,1,0,1,1
1178884,0,2,0,3,0,2,1
1178886,0,2,0,3,0,2,1
1178895,0,2,4,0,0,1,1
1178896,0,2,2,2,0,1,1
1178908,0,2,2,2,0,1,1
1178909,0,2,1,2,0,2,1
1178910,0,2,0,3,0,2,1
1178916,0,2,2,2,0,1,1
1178920,0,2,3,1,0,1,1
1178929,0,2,1,2,0,2,1
1178930,0,2,1,2,0,2,1
1178931,0,2,2,2,0,1,1
1178937,0,2,1,3,0,1,1
1178939,0,2,2,1,0,2,1
1178947,0,2,2,2,0,1,1
1178952,0,2,2,2,0,1,1
1178956,0,2,0,3,0,2,1
1178961,0,2,1,3,0,1,1
1178966,0,2,4,0,0,1,1
1178969,0,2,1,2,0,2,1
1178981,0,2,1,3,0,1,1
1178983,0,2,1,2,0,2,1
1178985,0,2,1,2,0,2,1
1178990,0,2,1,3,0,1,1
1178992,0,2,2,1,0,2,1
1178993,0,2,1,3,0,1,1
1178996,0,2,1,3,0,1,1
1179001,0,2,1,2,0,2,1
1179587,0,2,3,1,0,1,1
1193726,0,2,0,3,0,2,1
1195866,0,2,0,3,0,2,1
1196358,0,2,0,3,0,2,1
1197438,0,2,0,3,0,2,1
1198197,0,2,1,2,0,2,1
1198783,0,2,1,2,0,2,1
1204351,0,2,1,2,0,2,1
1204354,0,2,0,3,0,2,1
1204356,0,2,1,3,0,1,1
1204357,0,2,0,3,0,2,1
1204358,0,2,1,3,0,1,1
1204359,0,2,1,3,0,1,1
1204361,0,2,1,2,0,2,1
1204362,0,2,1,2,0,2,1
1204363,0,2,0,3,0,2,1
1204364,0,2,0,3,0,2,1
1204366,0,2,0,3,0,2,1
1204367,0,2,0,3,0,2,1
1204369,0,2,0,3,0,2,1
1204371,0,2,1,3,0,1,1
1204372,0,2,1,3,0,1,1
1204374,0,2,1,2,0,2,1
1204376,0,2,2,1,0,2,1
1204377,0,2,0,3,0,2,1
1204378,0,2,2,1,0,2,1
1204380,0,2,1,3,0,1,1
1204381,0,2,0,3,0,2,1
1204383,0,2,0,3,0,2,1
1204386,0,2,0,3,0,2,1
1204387,0,2,0,3,0,2,1
1204388,0,2,1,3,0,1,1
1204390,0,2,0,3,0,2,1
1204391,0,2,2,2,0,1,1
1204392,0,2,0,3,0,2,1
1204396,0,2,0,3,0,2,1
1204398,0,2,0,3,0,2,1
1204399,0,2,0,3,0,2,1
1204400,0,2,0,3,0,2,1
1204406,0,2,0,3,0,2,1
1204409,0,2,0,3,0,2,1
1204410,0,2,3,1,0,1,1
1204411,0,2,0,3,0,2,1
1204412,0,2,2,1,0,2,1
1204413,0,2,0,3,0,2,1
1204414,0,2,0,3,0,2,1
1204415,0,2,1,2,0,2,1
1204416,0,2,1,2,0,2,1
1204418,0,2,0,3,0,2,1
1204419,0,2,1,2,0,2,1
1204420,0,2,0,3,0,2,1
1204421,0,2,1,2,0,2,1
1204422,0,2,0,3,0,2,1
1204427,0,2,1,3,0,1,1
1204431,0,2,1,3,0,1,1
1204432,0,2,0,3,0,2,1
1204433,0,2,0,3,0,2,1
1204434,0,2,0,3,0,2,1
1204436,0,2,3,1,0,1,1
1204437,0,2,2,1,0,2,1
1204438,0,2,1,3,0,1,1
1204439,0,2,0,3,0,2,1
1204440,0,2,1,2,0,2,1
1204441,0,2,0,3,0,2,1
1204442,0,2,0,3,0,2,1
1204444,0,2,0,3,0,2,1
1204446,0,2,1,2,0,2,1
1204449,0,2,0,3,0,2,1
1204450,0,2,0,3,0,2,1
1204451,0,2,0,3,0,2,1
1204452,0,2,0,3,0,2,1
1204454,0,2,0,3,0,2,1
1204455,0,2,0,3,0,2,1
1204456,0,2,0,3,0,2,1
1204457,0,2,1,2,0,2,1
1204460,0,2,0,3,0,2,1
1204461,0,2,0,3,0,2,1
1204462,0,2,1,2,0,2,1
1204463,0,2,0,3,0,2,1
1204466,0,2,1,2,0,2,1
1204469,0,2,1,2,0,2,1
1204471,0,2,0,3,0,2,1
1204472,0,2,2,2,0,1,1
1204474,0,2,0,3,0,2,1
1204475,0,2,0,3,0,2,1
1204476,0,2,0,3,0,2,1
1204477,0,2,0,3,0,2,1
1204479,0,2,0,3,0,2,1
1204482,0,2,0,3,0,2,1
1204485,0,2,0,3,0,2,1
1204487,0,2,0,3,0,2,1
1204488,0,2,0,3,0,2,1
1204489,0,2,1,3,0,1,1
1204490,0,2,0,3,0,2,1
1204494,0,2,0,3,0,2,1
1204496,0,2,0,3,0,2,1
1204498,0,2,1,2,0,2,1
1204500,0,2,0,3,0,2,1
1204505,0,2,0,3,0,2,1
1204508,0,2,1,2,0,2,1
1204510,0,2,0,3,0,2,1
1204511,0,2,1,3,0,1,1
1204512,0,2,0,3,0,2,1
1204513,0,2,0,3,0,2,1
1204514,0,2,0,3,0,2,1
1204515,0,2,0,3,0,2,1
1204516,0,2,1,3,0,1,1
1204517,0,2,0,3,0,2,1
1204519,0,2,0,3,0,2,1
1204520,0,2,0,3,0,2,1
1204521,0,2,0,3,0,2,1
1204522,0,2,0,3,0,2,1
1204523,0,2,1,3,0,1,1
1204524,0,2,1,2,0,2,1
1204525,0,2,1,2,0,2,1
1204526,0,2,0,3,0,2,1
1204528,0,2,0,3,0,2,1
1204529,0,2,1,2,0,2,1
1204530,0,2,0,3,0,2,1
1204531,0,2,1,2,0,2,1
1204532,0,2,0,3,0,2,1
1204534,0,2,2,2,0,1,1
1204536,0,2,2,2,0,1,1
1204537,0,2,0,3,0,2,1
1204538,0,2,1,2,0,2,1
1204539,0,2,1,3,0,1,1
1204540,0,2,0,3,0,2,1
1204544,0,2,0,3,0,2,1
1204545,0,2,0,3,0,2,1
1204547,0,2,0,3,0,2,1
1204550,0,2,0,3,0,2,1
1204552,0,2,0,3,0,2,1
1204553,0,2,1,2,0,2,1
1204554,0,2,0,3,0,2,1
1204556,0,2,1,3,0,1,1
1204557,0,2,1,2,0,2,1
1204560,0,2,0,3,0,2,1
1204562,0,2,1,3,0,1,1
1204564,0,2,2,1,0,2,1
1204565,0,2,0,3,0,2,1
1204566,0,2,1,3,0,1,1
1204567,0,2,0,3,0,2,1
1204569,0,2,1,2,0,2,1
1204572,0,2,2,1,0,2,1
1204573,0,2,1,2,0,2,1
1204576,0,2,0,3,0,2,1
1205476,0,2,1,3,0,1,1
1205550,0,2,1,2,0,2,1
1205863,0,2,0,3,0,2,1
1205865,0,2,1,2,0,2,1
1207176,0,2,0,3,0,2,1
1207309,0,2,1,3,0,1,1
166179,0,2,0,3,0,2,1
167138,0,2,1,2,0,2,1
168720,0,2,1,3,0,1,1
172442,0,2,1,2,0,2,1
173466,0,2,1,3,0,1,1
173772,0,2,3,1,0,1,1
173891,0,2,0,3,0,2,1
174044,0,2,1,2,0,2,1
174052,0,2,0,3,0,2,1
174075,0,2,2,1,0,2,1
174079,0,2,2,1,0,2,1
174262,0,2,2,2,0,1,1
174270,0,2,0,3,0,2,1
174273,0,2,0,3,0,2,1
174305,0,2,1,2,0,2,1
174317,0,2,3,1,0,1,1
174352,0,2,1,3,0,1,1
174459,0,2,1,2,0,2,1
174471,0,2,1,3,0,1,1
174574,0,2,1,2,0,1,1
174585,0,2,1,2,0,2,1
174655,0,2,1,3,0,1,1
174749,0,2,1,3,0,1,1
181297,0,2,0,3,0,2,1
190201,0,2,1,2,0,2,1
190842,0,2,0,3,0,2,1
192102,0,2,0,3,0,2,1
192346,0,2,0,3,0,2,1
192776,0,2,1,2,0,2,1
1109429,36846,3,1,15,0,0,-1
1115746,36793,3,2,14,0,0,-1
1146788,36793,3,8,13,0,0,-1
1178887,36779,3,3,13,0,0,-1
1204427,36793,3,0,16,0,0,-1
1204432,36846,3,0,16,0,0,-1
1204448,37902,3,1,15,0,0,-1
1204448,36852,3,8,62,0,0,-1
1204463,36824,3,4,12,0,0,-1
1204510,36793,3,2,14,0,0,-1
1204517,36801,3,2,19,0,0,-1
1204554,36793,3,1,15,0,0,-1
1204567,36824,3,1,15,0,0,-1
174141,36844,3,16,0,0,0,-1
174459,36832,3,5,1,62,18,0.225
1160518,36763,3,8,31,33,14,0.2978723404255319
1161550,36832,3,34,2,33,17,0.34
1204371,36832,3,15,2,45,24,0.34782608695652173
1204366,36832,3,9,2,48,27,0.36
1204543,36832,3,10,1,43,32,0.4266666666666667
1178953,36834,3,19,7,31,29,0.48333333333333334
1204534,36786,3,40,9,19,18,0.4864864864864865
1204385,36833,3,35,29,11,11,0.5
174273,36832,3,41,1,21,23,0.5227272727272727
1178931,36832,3,30,2,25,29,0.5370370370370371
1204393,36844,3,18,0,31,37,0.5441176470588235
169871,36896,3,17,24,20,25,0.5555555555555556
1204397,36763,3,18,25,19,24,0.5581395348837209
1204553,36898,3,17,30,17,22,0.5641025641025641
1204515,36898,3,8,39,16,23,0.5897435897435898
1204403,36786,3,24,8,22,32,0.5925925925925926
174200,36763,3,14,16,16,24,0.6
1204530,36832,3,10,1,29,46,0.6133333333333333
1204525,36832,3,6,0,30,50,0.625
1160589,36835,3,74,1,4,7,0.6363636363636364
1178939,36763,3,50,19,6,11,0.6470588235294117
174585,37906,3,15,17,19,35,0.6481481481481481
1178835,36786,3,8,9,24,45,0.6521739130434783
172442,36832,3,27,1,20,38,0.6551724137931035
1160655,37903,3,21,2,21,42,0.6666666666666665
1204435,36786,3,26,7,16,37,0.6981132075471698
1204499,36832,3,5,1,24,56,0.7
1204570,36801,3,7,59,3,7,0.7
1204571,36786,3,30,8,14,34,0.7083333333333335
1177282,36786,3,36,4,13,33,0.717391304347826
1204430,37903,3,20,2,18,46,0.71875
1204353,36815,3,49,12,7,18,0.72
1204575,36786,3,34,8,12,32,0.7272727272727273
1160552,36834,3,37,4,12,33,0.7333333333333333
1178920,36896,3,27,19,10,30,0.75
1178882,37903,3,68,1,4,13,0.7647058823529411
1204405,36832,3,15,2,16,53,0.7681159420289855
1204488,36851,3,1,33,12,40,0.7692307692307694
1160601,36896,3,14,24,11,37,0.7708333333333335
1160653,36896,3,36,18,7,25,0.78125
168720,36786,3,9,8,15,54,0.782608695652174
1204466,36835,3,30,18,8,30,0.7894736842105263
1204505,36815,3,12,15,12,47,0.7966101694915254
1204472,36896,3,27,19,8,32,0.8
1205476,36834,3,5,6,15,60,0.8
1204573,36834,3,9,6,14,57,0.8028169014084507
1204383,36851,3,25,20,8,33,0.804878048780488
1141518,37904,3,50,9,5,22,0.8148148148148148
1141531,36835,3,16,16,10,44,0.8148148148148148
1178925,36844,3,32,0,10,44,0.8148148148148148
1178884,36899,3,30,18,7,31,0.8157894736842105
1141523,36899,3,14,21,9,42,0.8235294117647058
1204500,36845,3,26,20,7,33,0.825
1204360,36786,3,2,9,13,62,0.8266666666666667
174419,36832,3,56,1,5,24,0.8275862068965517
1160635,36835,3,17,16,9,44,0.8301886792452831
1178989,36896,3,39,17,5,25,0.8333333333333335
174400,36844,3,62,0,4,20,0.8333333333333335
1204359,36896,3,9,21,9,47,0.8392857142857143
1206231,36832,3,5,0,13,68,0.839506172839506
1178959,37903,3,39,2,7,38,0.8444444444444444
1178881,36896,3,33,14,6,33,0.8461538461538461
173486,36786,3,27,6,8,45,0.8490566037735848
173696,37903,3,17,2,10,57,0.8507462686567164
1178929,36896,3,11,21,8,46,0.8518518518518519
1204391,36896,3,51,8,4,23,0.8518518518518519
1160510,36898,3,57,15,2,12,0.8571428571428571
1204487,36763,3,18,26,6,36,0.8571428571428571
173460,36786,3,35,9,6,36,0.8571428571428571
190201,36845,3,16,17,7,46,0.8679245283018868
1178896,36899,3,51,12,3,20,0.8695652173913043
1204495,36844,3,8,0,10,68,0.8717948717948718
1178842,36832,3,21,2,8,55,0.873015873015873
1204418,36815,3,7,16,8,55,0.873015873015873
1162332,37906,3,20,18,6,42,0.875
1178858,37903,3,4,2,10,70,0.875
1204537,36851,3,15,31,5,35,0.875
1209189,36844,3,14,0,7,49,0.875
174467,36786,3,39,7,5,35,0.875
1178969,36834,3,41,4,5,36,0.878048780487805
1160666,36786,3,45,8,4,29,0.8787878787878788
173441,36815,3,43,10,4,29,0.8787878787878788
1204437,36815,3,24,12,6,44,0.88
173586,36832,3,18,1,8,59,0.8805970149253731
1191923,36786,3,18,8,7,53,0.8833333333333333
1204370,36844,3,25,0,7,54,0.8852459016393442
1160553,36834,3,27,6,6,47,0.8867924528301887
1178874,36786,3,26,6,6,48,0.8888888888888888
1197438,36898,3,3,38,5,40,0.8888888888888888
1164360,37905,3,12,19,6,49,0.890909090909091
1160639,36769,3,37,12,4,33,0.8918918918918919
167138,37903,3,57,1,3,25,0.8928571428571429
1160598,36786,3,30,9,5,42,0.8936170212765957
1141458,37906,3,62,5,2,17,0.8947368421052632
1141508,36832,3,7,1,8,70,0.8974358974358975
1133810,36845,3,10,16,6,54,0.9
1204567,37906,3,5,5,6,54,0.9
1178833,36834,3,31,4,5,46,0.9019607843137255
1204361,36899,3,18,17,5,46,0.9019607843137255
1160674,36815,3,49,6,3,28,0.9032258064516128
1204529,37906,3,16,18,5,47,0.9038461538461539
173604,36844,3,34,0,5,47,0.9038461538461539
1160534,37906,3,4,19,6,57,0.9047619047619048
1178983,37906,3,4,19,6,57,0.9047619047619048
1178952,36899,3,15,18,5,48,0.9056603773584907
1109429,36815,3,38,0,3,29,0.90625
174044,36845,3,17,15,5,49,0.9074074074074074
1204440,37903,3,8,2,7,69,0.9078947368421053
1141552,36899,3,23,3,3,30,0.9090909090909091
1160575,36844,3,31,0,5,50,0.9090909090909091
1204436,36899,3,48,16,2,20,0.9090909090909091
1204550,37907,3,0,5,1,10,0.9090909090909091
190842,36845,3,9,22,5,50,0.9090909090909091
1178951,36832,3,41,0,4,41,0.9111111111111111
1141421,37903,3,50,2,3,31,0.9117647058823529
1160640,36763,3,28,24,3,31,0.9117647058823529
1178912,36835,3,34,18,3,31,0.9117647058823529
1204549,37903,3,15,2,6,63,0.9130434782608695
1160976,37906,3,8,20,5,53,0.9137931034482759
173788,37903,3,50,1,3,32,0.9142857142857143
1141391,37905,3,20,19,4,43,0.9148936170212765
1204354,37906,3,8,19,5,54,0.9152542372881356
1151208,37903,3,36,2,4,44,0.9166666666666665
1178843,36834,3,34,4,4,44,0.9166666666666665
1204486,36786,3,19,6,1,11,0.9166666666666665
1204474,36899,3,7,18,5,56,0.9180327868852458
1204496,36835,3,4,21,5,56,0.9180327868852458
173891,36899,3,21,16,4,45,0.9183673469387756
1143632,36834,3,45,4,3,34,0.918918918918919
1178987,36779,3,40,9,3,34,0.918918918918919
1204541,36786,3,16,8,5,57,0.9193548387096775
1178866,36844,3,61,0,2,23,0.92
1204518,37907,3,7,29,4,46,0.92
192699,37903,3,34,2,4,46,0.92
1160587,36834,3,4,6,6,70,0.9210526315789473
1166402,37906,3,34,14,3,35,0.9210526315789473
1178948,37903,3,46,2,3,35,0.9210526315789473
1204508,36896,3,29,19,3,35,0.9210526315789473
1132504,36844,3,21,0,5,60,0.923076923076923
1171619,36844,3,34,0,4,48,0.923076923076923
1178895,36834,3,29,5,4,48,0.923076923076923
1204373,36815,3,5,16,5,60,0.923076923076923
1204550,37906,3,26,5,3,36,0.923076923076923
174305,36835,3,49,11,2,24,0.923076923076923
1178857,36844,3,20,0,5,61,0.9242424242424242
1160599,37903,3,31,2,4,49,0.9245283018867925
1204451,36837,3,4,2,6,74,0.925
1160535,36844,3,32,0,4,50,0.9259259259259259
1204531,37903,3,3,2,6,75,0.9259259259259259
1204450,37903,3,16,2,5,63,0.9264705882352942
1178886,36769,3,28,17,3,38,0.926829268292683
1188097,36844,3,11,0,3,38,0.926829268292683
1204456,36899,3,12,19,4,51,0.9272727272727272
1204465,36834,3,11,6,5,64,0.927536231884058
1141417,37906,3,44,14,2,26,0.9285714285714286
1193726,36833,3,14,30,3,39,0.9285714285714286
174075,36899,3,40,18,2,26,0.9285714285714286
1204522,36834,3,8,7,5,66,0.9295774647887324
1141464,36844,3,29,0,4,53,0.9298245614035088
174160,36844,3,29,0,4,53,0.9298245614035088
1178921,37906,3,32,11,3,40,0.9302325581395349
174356,36815,3,29,14,3,40,0.9302325581395349
1160512,37904,3,50,7,2,27,0.9310344827586207
1160592,36844,3,57,0,2,27,0.9310344827586207
1204428,36844,3,57,0,2,27,0.9310344827586207
1204572,36815,3,13,15,4,54,0.9310344827586207
1198197,36898,3,6,36,3,41,0.9318181818181818
174299,36786,3,35,7,3,41,0.9318181818181818
1178927,36832,3,26,1,4,55,0.9322033898305083
1198783,36845,3,6,21,4,55,0.9322033898305083
1178985,37906,3,8,18,4,56,0.9333333333333332
1204536,36769,3,20,21,3,42,0.9333333333333332
1204554,37906,3,5,5,4,56,0.9333333333333332
173466,37905,3,7,19,4,56,0.9333333333333332
174079,36899,3,24,17,3,42,0.9333333333333332
1178861,37903,3,10,0,5,71,0.9342105263157895
1178928,37906,3,6,19,4,57,0.9344262295081969
1194260,36845,3,4,21,4,57,0.9344262295081969
174156,36844,3,25,0,4,57,0.9344262295081969
1178977,36835,3,22,18,3,43,0.9347826086956522
1204559,36844,3,40,0,3,43,0.9347826086956522
1204357,36835,3,5,19,4,58,0.9354838709677419
1160558,37906,3,31,8,3,44,0.9361702127659575
1178871,37903,3,39,0,3,44,0.9361702127659575
174052,37906,3,20,19,3,44,0.9361702127659575
1178829,37906,3,4,19,4,59,0.9365079365079364
1178889,36844,3,22,0,4,60,0.9375
1204364,37904,3,6,16,4,60,0.9375
1204379,36763,3,28,26,2,30,0.9375
1204425,36815,3,26,12,3,45,0.9375
1204480,36844,3,22,0,4,60,0.9375
1204517,37906,3,17,0,3,45,0.9375
1171617,36844,3,21,0,4,61,0.9384615384615383
175431,36845,3,45,8,2,31,0.9393939393939393
1160569,36844,3,36,0,3,47,0.94
1204412,36769,3,18,18,3,47,0.94
1204489,36786,3,11,8,4,63,0.9402985074626866
1133968,36786,3,45,7,2,32,0.9411764705882352
1141459,37906,3,18,17,3,48,0.9411764705882352
1204406,37903,3,16,2,4,64,0.9411764705882352
1205550,36815,3,4,14,4,64,0.9411764705882352
1204562,36834,3,10,7,4,65,0.9420289855072465
1141408,36815,3,25,9,3,49,0.9423076923076923
173772,36899,3,16,18,3,49,0.9423076923076923
1160667,37903,3,50,1,2,33,0.9428571428571427
1178994,36899,3,19,14,3,50,0.9433962264150944
1205548,36839,3,33,0,3,50,0.9433962264150944
174376,36844,3,33,0,3,50,0.9433962264150944
174574,36834,3,11,6,3,50,0.9433962264150944
1141422,36769,3,31,19,2,34,0.9444444444444444
1141450,36834,3,28,4,3,51,0.9444444444444444
1160538,36844,3,32,0,3,51,0.9444444444444444
166179,36769,3,11,20,3,52,0.9454545454545454
1178956,36835,3,33,16,2,35,0.9459459459459459
1204476,36898,3,16,33,2,35,0.9459459459459459
1204560,36835,3,31,18,2,35,0.9459459459459459
1178839,36899,3,16,14,3,53,0.9464285714285714
1204557,36834,3,27,3,3,53,0.9464285714285714
1204524,37903,3,10,1,4,71,0.9466666666666668
1204395,36769,3,14,15,3,54,0.9473684210526315
1204431,36899,3,9,20,3,54,0.9473684210526315
1204576,36815,3,17,12,3,54,0.9473684210526315
173482,36844,3,29,0,3,54,0.9473684210526315
173701,36844,3,48,0,2,36,0.9473684210526315
1204399,37903,3,7,2,4,73,0.948051948051948
1160604,36844,3,28,0,3,55,0.9482758620689655
1204389,36832,3,6,2,4,74,0.9487179487179486
1146307,37903,3,25,2,3,56,0.9491525423728814
174439,36786,3,20,7,3,56,0.9491525423728814
1160559,36899,3,35,11,2,38,0.95
1178937,37906,3,29,17,2,38,0.95
1179001,36899,3,5,21,3,57,0.95
1204485,37906,3,7,19,3,57,0.95
1160508,36844,3,25,0,3,58,0.9508196721311475
1178993,36769,3,6,19,3,58,0.9508196721311475
1160600,36769,3,28,17,2,39,0.951219512195122
1115746,37906,3,3,5,3,59,0.9516129032258065
1178909,36769,3,18,6,3,59,0.9516129032258065
1157130,36786,3,36,8,2,40,0.9523809523809522
1204471,36835,3,4,19,3,60,0.9523809523809522
1204538,36845,3,25,19,2,40,0.9523809523809522
1178962,36815,3,28,15,2,41,0.9534883720930233
1204414,36815,3,5,15,3,63,0.9545454545454546
1204427,37906,3,21,5,2,42,0.9545454545454546
174571,36844,3,20,0,3,63,0.9545454545454546
1204497,36834,3,12,7,3,64,0.9552238805970148
1160619,36834,3,12,6,3,65,0.9558823529411765
1178873,36844,3,17,0,3,66,0.9565217391304348
1178981,36899,3,21,19,2,44,0.9565217391304348
1204477,36837,3,16,1,3,66,0.9565217391304348
1204481,37906,3,20,20,2,44,0.9565217391304348
1136811,37903,3,14,2,3,67,0.9571428571428572
1204390,37903,3,14,2,3,67,0.9571428571428572
1204492,36844,3,16,0,3,67,0.9571428571428572
1204526,36837,3,14,2,3,67,0.9571428571428572
1141405,36899,3,20,19,2,45,0.9574468085106383
1141513,36769,3,19,20,2,45,0.9574468085106383
1141553,36835,3,22,17,2,45,0.9574468085106383
1160588,36834,3,34,5,2,45,0.9574468085106383
1112437,36899,3,26,12,2,46,0.9583333333333335
1204511,36769,3,43,19,1,23,0.9583333333333335
1160610,36844,3,13,0,3,70,0.9589041095890409
1204544,36837,3,11,2,3,70,0.9589041095890409
1141439,36786,3,28,9,2,47,0.9591836734693877
1204463,36834,3,19,2,2,47,0.9591836734693877
1122974,36845,3,19,17,2,48,0.96
1160651,36899,3,16,20,2,48,0.96
1178910,36834,3,4,7,3,72,0.96
1204394,36832,3,9,2,3,72,0.96
1204467,36844,3,36,0,2,48,0.96
1204478,36899,3,44,17,1,24,0.96
1204547,36837,3,9,2,3,72,0.96
173531,36839,3,11,0,3,72,0.96
1121948,37903,3,8,2,3,73,0.9605263157894737
1141427,36899,3,16,19,2,49,0.9607843137254902
1204363,36833,3,3,32,2,49,0.9607843137254902
1204392,36834,3,31,4,2,49,0.9607843137254902
1204387,36834,3,2,7,3,74,0.961038961038961
1204483,36832,3,8,1,3,74,0.961038961038961
1141398,36844,3,34,0,2,50,0.9615384615384616
1178992,36835,3,18,16,2,50,0.9615384615384616
1204386,36769,3,14,20,2,50,0.9615384615384616
1204421,36835,3,19,15,2,50,0.9615384615384616
1207176,36835,3,4,19,2,51,0.9622641509433962
1204561,36832,3,5,1,3,77,0.9625
1146788,37903,3,37,1,1,26,0.9629629629629629
1204546,36837,3,31,1,2,52,0.9629629629629629
1204454,36837,3,2,2,3,79,0.9634146341463414
174352,36835,3,12,19,2,53,0.9636363636363636
181297,36837,3,1,2,3,80,0.963855421686747
1178908,36834,3,28,2,2,54,0.9642857142857143
1178964,36832,3,28,2,2,54,0.9642857142857143
1204410,36845,3,39,19,1,27,0.9642857142857143
1204438,37906,3,11,19,2,54,0.9642857142857143
1204447,36834,3,26,4,2,54,0.9642857142857143
1204459,36899,3,9,21,2,54,0.9642857142857143
1178996,36899,3,9,20,2,55,0.9649122807017544
1141470,36844,3,28,0,2,56,0.9655172413793103
1160527,37903,3,56,1,1,28,0.9655172413793103
1204404,36835,3,8,20,2,56,0.9655172413793103
1204533,36786,3,19,9,2,56,0.9655172413793103
174283,36844,3,28,0,2,56,0.9655172413793103
1204469,36815,3,14,13,2,57,0.9661016949152542
1204400,36837,3,24,2,2,58,0.9666666666666667
174749,36899,3,36,20,1,29,0.9666666666666667
1178831,37903,3,24,1,2,59,0.9672131147540983
1204510,37903,3,8,1,2,59,0.9672131147540983
1141428,36834,3,52,3,1,30,0.967741935483871
174212,36769,3,18,0,1,30,0.967741935483871
1135054,37906,3,4,19,2,61,0.9682539682539683
1204535,36839,3,23,0,2,61,0.9682539682539683
1141335,36844,3,22,0,2,62,0.96875
1204426,36844,3,22,0,2,62,0.96875
1204439,37904,3,6,16,2,62,0.96875
174159,36844,3,54,0,1,31,0.96875
174262,36835,3,46,8,1,31,0.96875
1204380,37903,3,18,2,2,64,0.9696969696969697
1204503,36844,3,20,0,2,64,0.9696969696969697
1204539,36899,3,36,17,1,32,0.9696969696969697
1108338,37903,3,17,2,2,65,0.9701492537313433
1116379,36834,3,13,6,2,65,0.9701492537313433
1178986,36844,3,19,0,2,65,0.9701492537313433
1178934,36763,3,28,24,1,33,0.9705882352941176
1204479,36837,3,17,1,2,66,0.9705882352941176
193083,37903,3,17,1,2,66,0.9705882352941176
1204422,36815,3,3,14,2,67,0.9710144927536232
